Parameter,Tests#,Patterns,Unit,HighL,LowL,mean_site3_devm_No1_loop5.stdf.gextb.csv,mean_site3_devm_No2_loop5.stdf.gextb.csv,mean_site3_devm_No3_loop5.stdf.gextb.csv,mean_site3_devm_No4_loop5.stdf.gextb.csv,mean_site3_devm_No5_loop5.stdf.gextb.csv
Main.Audio.Flow_AudioDL.A34_G_HPM_SNDR_DC.p[A34_G_HPM_SNDR_DC:VOS_L16_0P9V].td,373400,,mV,3.5,-3.5,0.025110214,0.022480216,0.022762001999999996,0.023043788,0.02410831
Main.Audio.Flow_AudioDL.A34_G_HPM_SNDR_DC.p[A34_G_HPM_SNDR_DC:VOS_R16_0P9V].td,373401,,mV,3.5,-3.5,0.025423309999999998,0.023951764000000004,0.022730696,0.026644382,0.023857836
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:MICBIAS0_Voltage].td,374101,,V,1.95,1.75,1.8523812,1.858082,1.8512022,1.8591121999999998,1.8554831999999997
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:MICBIAS1_Voltage].td,374102,,V,1.95,1.75,1.8624714,1.8586936,1.861899,1.8612006,1.8626318000000002
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:MICBIAS2_Voltage].td,374103,,V,1.95,1.75,1.8522178,1.8576892,1.8504204000000002,1.8600020000000002,1.8602308
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:MICBIAS3_Voltage].td,374104,,V,1.95,1.75,1.855724,1.8579902000000001,1.8517518,1.861001,1.8608062
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:MICBIAS4_Voltage].td,374105,,V,1.95,1.75,1.8610436,1.8574374000000002,1.8551022,1.860391,1.8616845999999998
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA0_Pattern].td,374106,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA1_Pattern].td,374107,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA2_Pattern].td,374108,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA3_Pattern].td,374109,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA4_Pattern].td,374110,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DATA5_Pattern].td,374111,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC0_Trise].td,374112,,ns,10,0,1.0375,0.9125,1.1,0.975,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC0_Tfall].td,374113,,ns,10,0,1.0375,0.9125,1.1,0.975,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC1_Trise].td,374114,,ns,10,0,0.7875,0.85,0.725,0.85,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC1_Tfall].td,374115,,ns,10,0,0.7875,0.85,0.725,0.85,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC2_Trise].td,374116,,ns,10,0,0.6,0.725,0.6625000000000001,0.7875,0.725
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC2_Tfall].td,374117,,ns,10,0,0.6,0.725,0.6625000000000001,0.7875,0.725
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC3_Trise].td,374118,,ns,10,0,0.7875000000000001,0.7875000000000001,0.85,0.9125,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC3_Tfall].td,374119,,ns,10,0,0.7875000000000001,0.7875000000000001,0.85,0.9125,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC4_Trise].td,374120,,ns,10,0,0.7875,0.6625000000000001,0.7875,0.725,0.725
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC4_Tfall].td,374121,,ns,10,0,0.7875,0.6625000000000001,0.7875,0.725,0.725
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC5_Trise].td,374122,,ns,10,0,0.7875,0.85,0.85,0.9125,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC5_Tfall].td,374123,,ns,10,0,0.7875,0.85,0.85,0.9125,0.9125
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC0_CKF].td,374124,,MHz,3.4125,3.0875,3.249787,3.2503152,3.249919,3.2496549999999997,3.249919
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC1_CKF].td,374125,,MHz,3.4125,3.0875,3.2504472,3.249919,3.249919,3.250051,3.250183
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC2_CKF].td,374126,,MHz,3.4125,3.0875,3.249919,3.2504472,3.249919,3.249919,3.2508433999999995
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC3_CKF].td,374127,,MHz,3.4125,3.0875,3.2504472,3.2503152,3.249919,3.2512395999999995,3.249919
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC4_CKF].td,374128,,MHz,3.4125,3.0875,3.250051,3.249919,3.2503152,3.249919,3.249787
Main.Audio.Flow_AudioUL_DMIC.A41_DMIC_MBxtox_HP_1P85V.p[A41_DMIC_MBxtox_HP_1P85V:DMIC5_CKF].td,374129,,MHz,3.4125,3.0875,3.2496549999999997,3.249919,3.250051,3.249787,3.249787
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:MICBIAS0_Voltage].td,374201,,V,1.95,1.75,1.8657172,1.8590662000000002,1.8598104,1.8570862000000001,1.8569029999999997
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:MICBIAS1_Voltage].td,374202,,V,1.95,1.75,1.8669359999999997,1.8588078,1.8660204,1.8607774,1.8586360000000002
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:MICBIAS2_Voltage].td,374203,,V,1.95,1.75,1.8635964,1.8567278000000003,1.8572088,1.85991,1.8577122
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:MICBIAS3_Voltage].td,374204,,V,1.95,1.75,1.8632218000000003,1.8568228000000002,1.8602800000000002,1.8579557999999998,1.8573034
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:MICBIAS4_Voltage].td,374205,,V,1.95,1.75,1.8465967999999997,1.8422582000000003,1.8440444,1.8374043999999998,1.8387438
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA0_Pattern].td,374206,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA1_Pattern].td,374207,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA2_Pattern].td,374208,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA3_Pattern].td,374209,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA4_Pattern].td,374210,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DATA5_Pattern].td,374211,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC0_Trise].td,374212,,ns,10,0,0.7875000000000001,0.975,0.9125,0.975,0.9125
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC0_Tfall].td,374213,,ns,10,0,0.7875000000000001,0.975,0.9125,0.975,0.9125
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC1_Trise].td,374214,,ns,10,0,0.7875000000000001,0.85,0.7875000000000001,0.7875000000000001,0.7875
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC1_Tfall].td,374215,,ns,10,0,0.7875000000000001,0.85,0.7875000000000001,0.7875000000000001,0.7875
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC2_Trise].td,374216,,ns,10,0,0.7875,0.85,0.6,0.6625,0.6625
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC2_Tfall].td,374217,,ns,10,0,0.7875,0.85,0.6,0.6625,0.6625
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC3_Trise].td,374218,,ns,10,0,0.725,0.725,0.7875,0.725,0.7875
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC3_Tfall].td,374219,,ns,10,0,0.725,0.725,0.7875,0.725,0.7875
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC4_Trise].td,374220,,ns,10,0,0.6625,0.85,0.9125,0.7875000000000001,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC4_Tfall].td,374221,,ns,10,0,0.6625,0.85,0.9125,0.7875000000000001,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC5_Trise].td,374222,,ns,10,0,0.85,0.7875,0.85,0.85,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC5_Tfall].td,374223,,ns,10,0,0.85,0.7875,0.85,0.85,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC0_CKF].td,374224,,MHz,3.5,3,3.2501832,3.249919,3.2496549999999997,3.2496549999999997,3.249787
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC1_CKF].td,374225,,MHz,3.5,3,3.249787,3.249787,3.250183,3.249787,3.249787
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC2_CKF].td,374226,,MHz,3.5,3,3.250051,3.2503152,3.250051,3.249787,3.249919
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC3_CKF].td,374227,,MHz,3.5,3,3.250051,3.249787,3.249919,3.249523,3.249787
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC4_CKF].td,374228,,MHz,3.5,3,3.2496549999999997,3.2501832,3.2496549999999997,3.250051,3.2501832
Main.Audio.Flow_AudioUL_DMIC.A42_DMIC_MBxtox_LP_1P85V.p[A42_DMIC_MBxtox_LP_1P85V:DMIC5_CKF].td,374229,,MHz,3.5,3,3.249787,3.2501832,3.2505794000000003,3.249919,3.249919
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:MICBIAS0_Voltage].td,374302,,V,2.6,2.4,2.5099434,2.5045746,2.5048837999999995,2.5027201999999997,2.5031094
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:MICBIAS1_Voltage].td,374303,,V,2.6,2.4,2.5107450000000004,2.5032812,2.513916,2.5083868,2.506338
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:MICBIAS2_Voltage].td,374304,,V,2.6,2.4,2.5056393999999997,2.5016902,2.5039339999999997,2.5074026,2.5052734
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:MICBIAS3_Voltage].td,374305,,V,2.6,2.4,2.5053758000000004,2.500431,2.5061544,2.5064286,2.5046660000000003
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:MICBIAS4_Voltage].td,374306,,V,2.6,2.4,2.4897848,2.4908378,2.4894872,2.4848738,2.4882508
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA0_Pattern].td,374307,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA1_Pattern].td,374308,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA2_Pattern].td,374309,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA3_Pattern].td,374310,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA4_Pattern].td,374311,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DATA5_Pattern].td,374312,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC0_Trise].td,374313,,ns,10,0,0.5375,0.5375,0.7875000000000001,0.6,0.6625
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC0_Tfall].td,374314,,ns,10,0,0.5375,0.5375,0.7875000000000001,0.6,0.6625
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC1_Trise].td,374315,,ns,10,0,0.6,0.475,0.5375,0.725,0.6
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC1_Tfall].td,374316,,ns,10,0,0.6,0.475,0.5375,0.725,0.6
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC2_Trise].td,374317,,ns,10,0,0.6,0.5375,0.6625,0.6625,0.6
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC2_Tfall].td,374318,,ns,10,0,0.6,0.5375,0.6625,0.6625,0.6
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC3_Trise].td,374319,,ns,10,0,0.6,0.725,0.725,0.5375,0.725
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC3_Tfall].td,374320,,ns,10,0,0.6,0.725,0.725,0.5375,0.725
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC4_Trise].td,374321,,ns,10,0,0.6625,0.6625,0.5375,0.6,0.6625
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC4_Tfall].td,374322,,ns,10,0,0.6625,0.6625,0.5375,0.6,0.6625
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC5_Trise].td,374323,,ns,10,0,0.4125,0.6625,0.5375,0.725,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC5_Tfall].td,374324,,ns,10,0,0.4125,0.6625,0.5375,0.725,0.7875000000000001
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC0_CKF].td,374325,,MHz,3.5,3,3.249919,3.249919,3.2507113999999993,3.249919,3.249787
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC1_CKF].td,374326,,MHz,3.5,3,3.249919,3.250051,3.249787,3.249787,3.249919
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC2_CKF].td,374327,,MHz,3.5,3,3.2503152,3.249919,3.2503152,3.249919,3.2496549999999997
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC3_CKF].td,374328,,MHz,3.5,3,3.249787,3.249919,3.249787,3.2503152,3.249787
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC4_CKF].td,374329,,MHz,3.5,3,3.2496549999999997,3.249919,3.2496549999999997,3.249787,3.249919
Main.Audio.Flow_AudioUL_DMIC.A43_DMIC_MBxtox_LP_2P5V.p[A43_DMIC_MBxtox_LP_2P5V:DMIC5_CKF].td,374330,,MHz,3.5,3,3.249787,3.2496549999999997,3.2504472,3.249919,3.2507114
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:MICBIAS0_Voltage].td,374502,,V,2.6,2.4,2.4967447999999997,2.4950164,2.4971455999999996,2.496264,2.4966763999999997
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:MICBIAS1_Voltage].td,374503,,V,2.6,2.4,2.4964472,2.4961954,2.496012,2.4968361999999997,2.4988167999999997
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:MICBIAS2_Voltage].td,374504,,V,2.6,2.4,2.4952794,2.4940432,2.4953942,2.4940545999999997,2.4964128
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:MICBIAS3_Voltage].td,374505,,V,2.6,2.4,2.4952568,2.4941922,2.4970198000000003,2.4953026,2.4956004
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:MICBIAS4_Voltage].td,374506,,V,2.6,2.4,2.4783260000000005,2.4776619999999996,2.4796766000000003,2.4764258,2.479173
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA0_Pattern].td,374507,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA1_Pattern].td,374508,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA2_Pattern].td,374509,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA3_Pattern].td,374510,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA4_Pattern].td,374511,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DATA5_Pattern].td,374512,,,1,1,1.0,1.0,1.0,1.0,1.0
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC0_Trise].td,374513,,ns,10,0,0.6625,0.6625,0.6625,0.6625,0.6625
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC0_Tfall].td,374514,,ns,10,0,0.6625,0.6625,0.6625,0.6625,0.6625
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC1_Trise].td,374515,,ns,10,0,0.5375,0.725,0.6,0.725,0.5375
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC1_Tfall].td,374516,,ns,10,0,0.5375,0.725,0.6,0.725,0.5375
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC2_Trise].td,374517,,ns,10,0,0.6625,0.5375,0.5375,0.6,0.5375
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC2_Tfall].td,374518,,ns,10,0,0.6625,0.5375,0.5375,0.6,0.5375
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC3_Trise].td,374519,,ns,10,0,0.6625,0.6625,0.6625,0.725,0.6
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC3_Tfall].td,374520,,ns,10,0,0.6625,0.6625,0.6625,0.725,0.6
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC4_Trise].td,374521,,ns,10,0,0.6,0.6,0.6625,0.6,0.6
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC4_Tfall].td,374522,,ns,10,0,0.6,0.6,0.6625,0.6,0.6
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC5_Trise].td,374523,,ns,10,0,0.6,0.6625,0.6625,0.725,0.6625
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC5_Tfall].td,374524,,ns,10,0,0.6,0.6625,0.6625,0.725,0.6625
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC0_CKF].td,374525,,MHz,3.5,3,3.249919,3.249919,3.2503152,3.250051,3.2504472
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC1_CKF].td,374526,,MHz,3.5,3,3.249919,3.2500512,3.2503152,3.2504473999999997,3.249919
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC2_CKF].td,374527,,MHz,3.5,3,3.249919,3.250051,3.2496549999999997,3.2503152,3.250051
Main.Audio.Flow_AudioUL_DMIC.A45_DMIC_MBxtox_HP_2P5V.p[A45_DMIC_MBxtox_HP_2P5V:DMIC3_CKF].td,374528,,MHz,3.5,3,3.2501832,3.249919,3.2504472,3.249919,3.249787
